,turn,assassin,algorithm,data,seed,cb,ci
1109,4,0,1,AI_dataset\wup_sim_mat.npz,1874798004,0.8200000000000001,0.001
1110,5,0,1,AI_dataset\wup_sim_mat.npz,1839367726,0.8200000000000001,0.001
1111,7,1,1,AI_dataset\wup_sim_mat.npz,224504061,0.8200000000000001,0.001
1112,7,1,1,AI_dataset\wup_sim_mat.npz,1668885673,0.8200000000000001,0.001
1113,6,0,1,AI_dataset\wup_sim_mat.npz,592020510,0.8200000000000001,0.001
1114,5,1,1,AI_dataset\wup_sim_mat.npz,639431775,0.8200000000000001,0.001
1115,5,0,1,AI_dataset\wup_sim_mat.npz,2055405236,0.8200000000000001,0.001
1116,3,1,1,AI_dataset\wup_sim_mat.npz,231872003,0.8200000000000001,0.001
1117,6,1,1,AI_dataset\wup_sim_mat.npz,233760283,0.8200000000000001,0.001
1118,6,0,1,AI_dataset\wup_sim_mat.npz,1130850212,0.8200000000000001,0.001
1119,5,0,1,AI_dataset\wup_sim_mat.npz,333423813,0.8200000000000001,0.001
1120,5,0,1,AI_dataset\wup_sim_mat.npz,1982344195,0.8200000000000001,0.001
1121,5,1,1,AI_dataset\wup_sim_mat.npz,1830143886,0.8200000000000001,0.001
1122,2,1,1,AI_dataset\wup_sim_mat.npz,155096627,0.8200000000000001,0.001
1123,6,1,1,AI_dataset\wup_sim_mat.npz,1016797524,0.8200000000000001,0.001
1124,6,0,1,AI_dataset\wup_sim_mat.npz,1769986019,0.8200000000000001,0.001
1125,6,1,1,AI_dataset\wup_sim_mat.npz,238922116,0.8200000000000001,0.001
1126,3,1,1,AI_dataset\wup_sim_mat.npz,1614316044,0.8200000000000001,0.001
1127,3,1,1,AI_dataset\wup_sim_mat.npz,736948582,0.8200000000000001,0.001
1128,5,0,1,AI_dataset\wup_sim_mat.npz,507888607,0.8200000000000001,0.001
1129,5,0,1,AI_dataset\wup_sim_mat.npz,878427418,0.8200000000000001,0.001
1130,4,1,1,AI_dataset\wup_sim_mat.npz,1355625463,0.8200000000000001,0.001
1131,5,0,1,AI_dataset\wup_sim_mat.npz,1556239959,0.8200000000000001,0.001
1132,4,1,1,AI_dataset\wup_sim_mat.npz,1150815332,0.8200000000000001,0.001
1133,4,0,1,AI_dataset\wup_sim_mat.npz,1430297212,0.8200000000000001,0.001
1134,4,1,1,AI_dataset\wup_sim_mat.npz,758589409,0.8200000000000001,0.001
1135,6,1,1,AI_dataset\wup_sim_mat.npz,1904640645,0.8200000000000001,0.001
1136,5,1,1,AI_dataset\wup_sim_mat.npz,969437725,0.8200000000000001,0.001
1137,5,0,1,AI_dataset\wup_sim_mat.npz,451886063,0.8200000000000001,0.001
1138,6,1,1,AI_dataset\wup_sim_mat.npz,2139802173,0.8200000000000001,0.001
1139,7,0,1,AI_dataset\wup_sim_mat.npz,705582344,0.8200000000000001,0.001
1140,6,0,1,AI_dataset\wup_sim_mat.npz,1632436846,0.8200000000000001,0.001
1141,3,1,1,AI_dataset\wup_sim_mat.npz,2141207134,0.8200000000000001,0.001
1142,4,0,1,AI_dataset\wup_sim_mat.npz,1097799373,0.8200000000000001,0.001
1143,5,0,1,AI_dataset\wup_sim_mat.npz,775363239,0.8200000000000001,0.001
1144,2,1,1,AI_dataset\wup_sim_mat.npz,409253677,0.8200000000000001,0.001
1145,4,0,1,AI_dataset\wup_sim_mat.npz,1283367613,0.8200000000000001,0.001
1146,7,0,1,AI_dataset\wup_sim_mat.npz,1532135717,0.8200000000000001,0.001
1147,4,0,1,AI_dataset\wup_sim_mat.npz,712825958,0.8200000000000001,0.001
1148,5,0,1,AI_dataset\wup_sim_mat.npz,800942480,0.8200000000000001,0.001
1149,4,0,1,AI_dataset\wup_sim_mat.npz,1088640420,0.8200000000000001,0.001
1150,6,1,1,AI_dataset\wup_sim_mat.npz,1538431233,0.8200000000000001,0.001
1151,7,0,1,AI_dataset\wup_sim_mat.npz,136528092,0.8200000000000001,0.001
1152,2,1,1,AI_dataset\wup_sim_mat.npz,1400503354,0.8200000000000001,0.001
1153,6,1,1,AI_dataset\wup_sim_mat.npz,1650611845,0.8200000000000001,0.001
1154,5,0,1,AI_dataset\wup_sim_mat.npz,1740998370,0.8200000000000001,0.001
1155,7,0,1,AI_dataset\wup_sim_mat.npz,1764071187,0.8200000000000001,0.001
1156,5,0,1,AI_dataset\wup_sim_mat.npz,1078803046,0.8200000000000001,0.001
1157,6,0,1,AI_dataset\wup_sim_mat.npz,1967073755,0.8200000000000001,0.001
1158,3,1,1,AI_dataset\wup_sim_mat.npz,1600643225,0.8200000000000001,0.001
1159,6,1,1,AI_dataset\wup_sim_mat.npz,404726215,0.8200000000000001,0.001
1160,6,0,1,AI_dataset\wup_sim_mat.npz,1865236308,0.8200000000000001,0.001
1161,8,0,1,AI_dataset\wup_sim_mat.npz,1230070776,0.8200000000000001,0.001
1162,6,1,1,AI_dataset\wup_sim_mat.npz,305601157,0.8200000000000001,0.001
1163,4,1,1,AI_dataset\wup_sim_mat.npz,175956490,0.8200000000000001,0.001
1164,2,1,1,AI_dataset\wup_sim_mat.npz,2061913144,0.8200000000000001,0.001
1165,4,1,1,AI_dataset\wup_sim_mat.npz,1720097726,0.8200000000000001,0.001
1166,5,0,1,AI_dataset\wup_sim_mat.npz,320833972,0.8200000000000001,0.001
1167,4,1,1,AI_dataset\wup_sim_mat.npz,916290066,0.8200000000000001,0.001
1168,5,1,1,AI_dataset\wup_sim_mat.npz,238832035,0.8200000000000001,0.001
1169,5,1,1,AI_dataset\wup_sim_mat.npz,676410673,0.8200000000000001,0.001
1170,4,0,1,AI_dataset\wup_sim_mat.npz,351452732,0.8200000000000001,0.001
1171,7,0,1,AI_dataset\wup_sim_mat.npz,969426297,0.8200000000000001,0.001
1172,6,0,1,AI_dataset\wup_sim_mat.npz,712793384,0.8200000000000001,0.001
1173,6,1,1,AI_dataset\wup_sim_mat.npz,237034194,0.8200000000000001,0.001
1174,6,0,1,AI_dataset\wup_sim_mat.npz,1062517349,0.8200000000000001,0.001
1175,3,1,1,AI_dataset\wup_sim_mat.npz,1423437966,0.8200000000000001,0.001
1176,3,0,1,AI_dataset\wup_sim_mat.npz,1022195236,0.8200000000000001,0.001
1177,5,0,1,AI_dataset\wup_sim_mat.npz,1646262174,0.8200000000000001,0.001
1178,5,0,1,AI_dataset\wup_sim_mat.npz,1026683402,0.8200000000000001,0.001
1179,6,0,1,AI_dataset\wup_sim_mat.npz,2061031886,0.8200000000000001,0.001
1180,1,1,1,AI_dataset\wup_sim_mat.npz,290829504,0.8200000000000001,0.001
1181,5,0,1,AI_dataset\wup_sim_mat.npz,106818500,0.8200000000000001,0.001
1182,4,1,1,AI_dataset\wup_sim_mat.npz,851573124,0.8200000000000001,0.001
1183,6,1,1,AI_dataset\wup_sim_mat.npz,943988437,0.8200000000000001,0.001
1184,8,0,1,AI_dataset\wup_sim_mat.npz,1754670034,0.8200000000000001,0.001
1185,6,0,1,AI_dataset\wup_sim_mat.npz,459086351,0.8200000000000001,0.001
1186,8,0,1,AI_dataset\wup_sim_mat.npz,1838465015,0.8200000000000001,0.001
1187,4,1,1,AI_dataset\wup_sim_mat.npz,1459443395,0.8200000000000001,0.001
1188,6,1,1,AI_dataset\wup_sim_mat.npz,352791198,0.8200000000000001,0.001
1189,7,0,1,AI_dataset\wup_sim_mat.npz,1035742282,0.8200000000000001,0.001
1190,1,1,1,AI_dataset\wup_sim_mat.npz,1055568612,0.8200000000000001,0.001
1191,7,0,1,AI_dataset\wup_sim_mat.npz,1085044329,0.8200000000000001,0.001
1192,5,0,1,AI_dataset\wup_sim_mat.npz,1579941028,0.8200000000000001,0.001
1193,1,1,1,AI_dataset\wup_sim_mat.npz,903279675,0.8200000000000001,0.001
1194,2,1,1,AI_dataset\wup_sim_mat.npz,1642606361,0.8200000000000001,0.001
1195,4,0,1,AI_dataset\wup_sim_mat.npz,1011848855,0.8200000000000001,0.001
1196,3,0,1,AI_dataset\wup_sim_mat.npz,1262518007,0.8200000000000001,0.001
1197,6,0,1,AI_dataset\wup_sim_mat.npz,967822800,0.8200000000000001,0.001
1198,4,0,1,AI_dataset\wup_sim_mat.npz,1564938191,0.8200000000000001,0.001
1199,4,0,1,AI_dataset\wup_sim_mat.npz,2050123959,0.8200000000000001,0.001
1200,7,0,1,AI_dataset\wup_sim_mat.npz,976493170,0.8200000000000001,0.002
1201,2,1,1,AI_dataset\wup_sim_mat.npz,1898010485,0.8200000000000001,0.002
1202,6,0,1,AI_dataset\wup_sim_mat.npz,903915198,0.8200000000000001,0.002
1203,4,0,1,AI_dataset\wup_sim_mat.npz,154761663,0.8200000000000001,0.002
1204,5,0,1,AI_dataset\wup_sim_mat.npz,2083664959,0.8200000000000001,0.002
1205,3,1,1,AI_dataset\wup_sim_mat.npz,743724488,0.8200000000000001,0.002
1206,4,1,1,AI_dataset\wup_sim_mat.npz,1189909554,0.8200000000000001,0.002
1207,5,0,1,AI_dataset\wup_sim_mat.npz,1553310154,0.8200000000000001,0.002
1208,5,0,1,AI_dataset\wup_sim_mat.npz,650694728,0.8200000000000001,0.002
1209,4,0,1,AI_dataset\wup_sim_mat.npz,1874798004,0.8200000000000001,0.002
1210,5,0,1,AI_dataset\wup_sim_mat.npz,1839367726,0.8200000000000001,0.002
1211,6,1,1,AI_dataset\wup_sim_mat.npz,224504061,0.8200000000000001,0.002
1212,5,1,1,AI_dataset\wup_sim_mat.npz,1668885673,0.8200000000000001,0.002
1213,6,0,1,AI_dataset\wup_sim_mat.npz,592020510,0.8200000000000001,0.002
1214,4,1,1,AI_dataset\wup_sim_mat.npz,639431775,0.8200000000000001,0.002
1215,6,0,1,AI_dataset\wup_sim_mat.npz,2055405236,0.8200000000000001,0.002
1216,3,1,1,AI_dataset\wup_sim_mat.npz,231872003,0.8200000000000001,0.002
1217,6,1,1,AI_dataset\wup_sim_mat.npz,233760283,0.8200000000000001,0.002
1218,6,0,1,AI_dataset\wup_sim_mat.npz,1130850212,0.8200000000000001,0.002
1219,5,0,1,AI_dataset\wup_sim_mat.npz,333423813,0.8200000000000001,0.002
1220,5,0,1,AI_dataset\wup_sim_mat.npz,1982344195,0.8200000000000001,0.002
1221,6,1,1,AI_dataset\wup_sim_mat.npz,1830143886,0.8200000000000001,0.002
1222,2,1,1,AI_dataset\wup_sim_mat.npz,155096627,0.8200000000000001,0.002
1223,7,0,1,AI_dataset\wup_sim_mat.npz,1016797524,0.8200000000000001,0.002
1224,7,0,1,AI_dataset\wup_sim_mat.npz,1769986019,0.8200000000000001,0.002
1225,6,1,1,AI_dataset\wup_sim_mat.npz,238922116,0.8200000000000001,0.002
1226,6,0,1,AI_dataset\wup_sim_mat.npz,1614316044,0.8200000000000001,0.002
1227,4,1,1,AI_dataset\wup_sim_mat.npz,736948582,0.8200000000000001,0.002
1228,4,0,1,AI_dataset\wup_sim_mat.npz,507888607,0.8200000000000001,0.002
1229,5,0,1,AI_dataset\wup_sim_mat.npz,878427418,0.8200000000000001,0.002
1230,4,1,1,AI_dataset\wup_sim_mat.npz,1355625463,0.8200000000000001,0.002
1231,5,0,1,AI_dataset\wup_sim_mat.npz,1556239959,0.8200000000000001,0.002
1232,4,1,1,AI_dataset\wup_sim_mat.npz,1150815332,0.8200000000000001,0.002
1233,4,0,1,AI_dataset\wup_sim_mat.npz,1430297212,0.8200000000000001,0.002
1234,6,0,1,AI_dataset\wup_sim_mat.npz,758589409,0.8200000000000001,0.002
1235,5,1,1,AI_dataset\wup_sim_mat.npz,1904640645,0.8200000000000001,0.002
1236,5,1,1,AI_dataset\wup_sim_mat.npz,969437725,0.8200000000000001,0.002
1237,1,1,1,AI_dataset\wup_sim_mat.npz,451886063,0.8200000000000001,0.002
1238,5,1,1,AI_dataset\wup_sim_mat.npz,2139802173,0.8200000000000001,0.002
1239,6,0,1,AI_dataset\wup_sim_mat.npz,705582344,0.8200000000000001,0.002
1240,6,0,1,AI_dataset\wup_sim_mat.npz,1632436846,0.8200000000000001,0.002
1241,4,1,1,AI_dataset\wup_sim_mat.npz,2141207134,0.8200000000000001,0.002
1242,4,0,1,AI_dataset\wup_sim_mat.npz,1097799373,0.8200000000000001,0.002
1243,3,0,1,AI_dataset\wup_sim_mat.npz,775363239,0.8200000000000001,0.002
1244,2,1,1,AI_dataset\wup_sim_mat.npz,409253677,0.8200000000000001,0.002
1245,4,0,1,AI_dataset\wup_sim_mat.npz,1283367613,0.8200000000000001,0.002
1246,5,0,1,AI_dataset\wup_sim_mat.npz,1532135717,0.8200000000000001,0.002
1247,5,0,1,AI_dataset\wup_sim_mat.npz,712825958,0.8200000000000001,0.002
1248,6,1,1,AI_dataset\wup_sim_mat.npz,800942480,0.8200000000000001,0.002
1249,5,0,1,AI_dataset\wup_sim_mat.npz,1088640420,0.8200000000000001,0.002
1250,6,1,1,AI_dataset\wup_sim_mat.npz,1538431233,0.8200000000000001,0.002
1251,6,0,1,AI_dataset\wup_sim_mat.npz,136528092,0.8200000000000001,0.002
1252,2,1,1,AI_dataset\wup_sim_mat.npz,1400503354,0.8200000000000001,0.002
1253,6,1,1,AI_dataset\wup_sim_mat.npz,1650611845,0.8200000000000001,0.002
1254,5,0,1,AI_dataset\wup_sim_mat.npz,1740998370,0.8200000000000001,0.002
1255,4,0,1,AI_dataset\wup_sim_mat.npz,1764071187,0.8200000000000001,0.002
1256,9,0,1,AI_dataset\wup_sim_mat.npz,1078803046,0.8200000000000001,0.002
1257,4,0,1,AI_dataset\wup_sim_mat.npz,1967073755,0.8200000000000001,0.002
1258,3,1,1,AI_dataset\wup_sim_mat.npz,1600643225,0.8200000000000001,0.002
1259,4,1,1,AI_dataset\wup_sim_mat.npz,404726215,0.8200000000000001,0.002
1260,6,0,1,AI_dataset\wup_sim_mat.npz,1865236308,0.8200000000000001,0.002
1261,5,0,1,AI_dataset\wup_sim_mat.npz,1230070776,0.8200000000000001,0.002
1262,6,1,1,AI_dataset\wup_sim_mat.npz,305601157,0.8200000000000001,0.002
1263,4,0,1,AI_dataset\wup_sim_mat.npz,175956490,0.8200000000000001,0.002
1264,2,1,1,AI_dataset\wup_sim_mat.npz,2061913144,0.8200000000000001,0.002
1265,4,1,1,AI_dataset\wup_sim_mat.npz,1720097726,0.8200000000000001,0.002
1266,5,0,1,AI_dataset\wup_sim_mat.npz,320833972,0.8200000000000001,0.002
1267,4,0,1,AI_dataset\wup_sim_mat.npz,916290066,0.8200000000000001,0.002
1268,5,0,1,AI_dataset\wup_sim_mat.npz,238832035,0.8200000000000001,0.002
1269,7,0,1,AI_dataset\wup_sim_mat.npz,676410673,0.8200000000000001,0.002
1270,4,0,1,AI_dataset\wup_sim_mat.npz,351452732,0.8200000000000001,0.002
1271,6,0,1,AI_dataset\wup_sim_mat.npz,969426297,0.8200000000000001,0.002
1272,4,0,1,AI_dataset\wup_sim_mat.npz,712793384,0.8200000000000001,0.002
1273,7,0,1,AI_dataset\wup_sim_mat.npz,237034194,0.8200000000000001,0.002
1274,7,0,1,AI_dataset\wup_sim_mat.npz,1062517349,0.8200000000000001,0.002
1275,5,0,1,AI_dataset\wup_sim_mat.npz,1423437966,0.8200000000000001,0.002
1276,3,0,1,AI_dataset\wup_sim_mat.npz,1022195236,0.8200000000000001,0.002
1277,6,0,1,AI_dataset\wup_sim_mat.npz,1646262174,0.8200000000000001,0.002
1278,5,0,1,AI_dataset\wup_sim_mat.npz,1026683402,0.8200000000000001,0.002
1279,5,0,1,AI_dataset\wup_sim_mat.npz,2061031886,0.8200000000000001,0.002
1280,1,1,1,AI_dataset\wup_sim_mat.npz,290829504,0.8200000000000001,0.002
1281,5,0,1,AI_dataset\wup_sim_mat.npz,106818500,0.8200000000000001,0.002
1282,6,0,1,AI_dataset\wup_sim_mat.npz,851573124,0.8200000000000001,0.002
1283,6,1,1,AI_dataset\wup_sim_mat.npz,943988437,0.8200000000000001,0.002
1284,6,0,1,AI_dataset\wup_sim_mat.npz,1754670034,0.8200000000000001,0.002
1285,6,0,1,AI_dataset\wup_sim_mat.npz,459086351,0.8200000000000001,0.002
1286,6,0,1,AI_dataset\wup_sim_mat.npz,1838465015,0.8200000000000001,0.002
1287,7,1,1,AI_dataset\wup_sim_mat.npz,1459443395,0.8200000000000001,0.002
1288,6,1,1,AI_dataset\wup_sim_mat.npz,352791198,0.8200000000000001,0.002
1289,5,0,1,AI_dataset\wup_sim_mat.npz,1035742282,0.8200000000000001,0.002
1290,1,1,1,AI_dataset\wup_sim_mat.npz,1055568612,0.8200000000000001,0.002
1291,8,0,1,AI_dataset\wup_sim_mat.npz,1085044329,0.8200000000000001,0.002
1292,6,0,1,AI_dataset\wup_sim_mat.npz,1579941028,0.8200000000000001,0.002
1293,2,1,1,AI_dataset\wup_sim_mat.npz,903279675,0.8200000000000001,0.002
1294,2,1,1,AI_dataset\wup_sim_mat.npz,1642606361,0.8200000000000001,0.002
1295,3,0,1,AI_dataset\wup_sim_mat.npz,1011848855,0.8200000000000001,0.002
1296,3,0,1,AI_dataset\wup_sim_mat.npz,1262518007,0.8200000000000001,0.002
1297,6,0,1,AI_dataset\wup_sim_mat.npz,967822800,0.8200000000000001,0.002
1298,4,0,1,AI_dataset\wup_sim_mat.npz,1564938191,0.8200000000000001,0.002
1299,4,0,1,AI_dataset\wup_sim_mat.npz,2050123959,0.8200000000000001,0.002
1300,6,0,1,AI_dataset\wup_sim_mat.npz,976493170,0.8200000000000001,0.003
1301,4,0,1,AI_dataset\wup_sim_mat.npz,1898010485,0.8200000000000001,0.003
1302,5,0,1,AI_dataset\wup_sim_mat.npz,903915198,0.8200000000000001,0.003
1303,4,0,1,AI_dataset\wup_sim_mat.npz,154761663,0.8200000000000001,0.003
1304,6,0,1,AI_dataset\wup_sim_mat.npz,2083664959,0.8200000000000001,0.003
1305,4,1,1,AI_dataset\wup_sim_mat.npz,743724488,0.8200000000000001,0.003
1306,4,1,1,AI_dataset\wup_sim_mat.npz,1189909554,0.8200000000000001,0.003
1307,4,0,1,AI_dataset\wup_sim_mat.npz,1553310154,0.8200000000000001,0.003
1308,6,0,1,AI_dataset\wup_sim_mat.npz,650694728,0.8200000000000001,0.003
1309,5,0,1,AI_dataset\wup_sim_mat.npz,1874798004,0.8200000000000001,0.003
1310,5,0,1,AI_dataset\wup_sim_mat.npz,1839367726,0.8200000000000001,0.003
1311,6,0,1,AI_dataset\wup_sim_mat.npz,224504061,0.8200000000000001,0.003
1312,8,1,1,AI_dataset\wup_sim_mat.npz,1668885673,0.8200000000000001,0.003
1313,6,0,1,AI_dataset\wup_sim_mat.npz,592020510,0.8200000000000001,0.003
1314,4,1,1,AI_dataset\wup_sim_mat.npz,639431775,0.8200000000000001,0.003
1315,5,0,1,AI_dataset\wup_sim_mat.npz,2055405236,0.8200000000000001,0.003
1316,3,1,1,AI_dataset\wup_sim_mat.npz,231872003,0.8200000000000001,0.003
1317,3,1,1,AI_dataset\wup_sim_mat.npz,233760283,0.8200000000000001,0.003
1318,6,0,1,AI_dataset\wup_sim_mat.npz,1130850212,0.8200000000000001,0.003
1319,6,0,1,AI_dataset\wup_sim_mat.npz,333423813,0.8200000000000001,0.003
1320,5,0,1,AI_dataset\wup_sim_mat.npz,1982344195,0.8200000000000001,0.003
1321,5,0,1,AI_dataset\wup_sim_mat.npz,1830143886,0.8200000000000001,0.003
1322,4,1,1,AI_dataset\wup_sim_mat.npz,155096627,0.8200000000000001,0.003
1323,7,0,1,AI_dataset\wup_sim_mat.npz,1016797524,0.8200000000000001,0.003
1324,7,0,1,AI_dataset\wup_sim_mat.npz,1769986019,0.8200000000000001,0.003
1325,6,0,1,AI_dataset\wup_sim_mat.npz,238922116,0.8200000000000001,0.003
1326,2,1,1,AI_dataset\wup_sim_mat.npz,1614316044,0.8200000000000001,0.003
1327,3,1,1,AI_dataset\wup_sim_mat.npz,736948582,0.8200000000000001,0.003
1328,3,0,1,AI_dataset\wup_sim_mat.npz,507888607,0.8200000000000001,0.003
1329,5,0,1,AI_dataset\wup_sim_mat.npz,878427418,0.8200000000000001,0.003
1330,4,1,1,AI_dataset\wup_sim_mat.npz,1355625463,0.8200000000000001,0.003
1331,5,0,1,AI_dataset\wup_sim_mat.npz,1556239959,0.8200000000000001,0.003
1332,5,1,1,AI_dataset\wup_sim_mat.npz,1150815332,0.8200000000000001,0.003
1333,4,0,1,AI_dataset\wup_sim_mat.npz,1430297212,0.8200000000000001,0.003
1334,6,0,1,AI_dataset\wup_sim_mat.npz,758589409,0.8200000000000001,0.003
1335,5,0,1,AI_dataset\wup_sim_mat.npz,1904640645,0.8200000000000001,0.003
1336,5,1,1,AI_dataset\wup_sim_mat.npz,969437725,0.8200000000000001,0.003
1337,3,1,1,AI_dataset\wup_sim_mat.npz,451886063,0.8200000000000001,0.003
1338,4,1,1,AI_dataset\wup_sim_mat.npz,2139802173,0.8200000000000001,0.003
1339,5,1,1,AI_dataset\wup_sim_mat.npz,705582344,0.8200000000000001,0.003
1340,1,1,1,AI_dataset\wup_sim_mat.npz,1632436846,0.8200000000000001,0.003
1341,1,1,1,AI_dataset\wup_sim_mat.npz,2141207134,0.8200000000000001,0.003
1342,1,1,1,AI_dataset\wup_sim_mat.npz,1097799373,0.8200000000000001,0.003
1343,3,0,1,AI_dataset\wup_sim_mat.npz,775363239,0.8200000000000001,0.003
1344,1,1,1,AI_dataset\wup_sim_mat.npz,409253677,0.8200000000000001,0.003
1345,5,0,1,AI_dataset\wup_sim_mat.npz,1283367613,0.8200000000000001,0.003
1346,7,0,1,AI_dataset\wup_sim_mat.npz,1532135717,0.8200000000000001,0.003
1347,6,0,1,AI_dataset\wup_sim_mat.npz,712825958,0.8200000000000001,0.003
1348,6,0,1,AI_dataset\wup_sim_mat.npz,800942480,0.8200000000000001,0.003
1349,5,0,1,AI_dataset\wup_sim_mat.npz,1088640420,0.8200000000000001,0.003
1350,4,1,1,AI_dataset\wup_sim_mat.npz,1538431233,0.8200000000000001,0.003
1351,3,1,1,AI_dataset\wup_sim_mat.npz,136528092,0.8200000000000001,0.003
1352,2,1,1,AI_dataset\wup_sim_mat.npz,1400503354,0.8200000000000001,0.003
1353,5,0,1,AI_dataset\wup_sim_mat.npz,1650611845,0.8200000000000001,0.003
1354,5,0,1,AI_dataset\wup_sim_mat.npz,1740998370,0.8200000000000001,0.003
1355,5,0,1,AI_dataset\wup_sim_mat.npz,1764071187,0.8200000000000001,0.003
1356,6,0,1,AI_dataset\wup_sim_mat.npz,1078803046,0.8200000000000001,0.003
1357,4,0,1,AI_dataset\wup_sim_mat.npz,1967073755,0.8200000000000001,0.003
1358,4,1,1,AI_dataset\wup_sim_mat.npz,1600643225,0.8200000000000001,0.003
1359,6,1,1,AI_dataset\wup_sim_mat.npz,404726215,0.8200000000000001,0.003
1360,4,0,1,AI_dataset\wup_sim_mat.npz,1865236308,0.8200000000000001,0.003
1361,7,0,1,AI_dataset\wup_sim_mat.npz,1230070776,0.8200000000000001,0.003
1362,4,1,1,AI_dataset\wup_sim_mat.npz,305601157,0.8200000000000001,0.003
1363,5,1,1,AI_dataset\wup_sim_mat.npz,175956490,0.8200000000000001,0.003
1364,5,0,1,AI_dataset\wup_sim_mat.npz,2061913144,0.8200000000000001,0.003
1365,4,1,1,AI_dataset\wup_sim_mat.npz,1720097726,0.8200000000000001,0.003
1366,6,0,1,AI_dataset\wup_sim_mat.npz,320833972,0.8200000000000001,0.003
1367,6,1,1,AI_dataset\wup_sim_mat.npz,916290066,0.8200000000000001,0.003
1368,4,0,1,AI_dataset\wup_sim_mat.npz,238832035,0.8200000000000001,0.003
1369,4,1,1,AI_dataset\wup_sim_mat.npz,676410673,0.8200000000000001,0.003
1370,4,0,1,AI_dataset\wup_sim_mat.npz,351452732,0.8200000000000001,0.003
1371,6,0,1,AI_dataset\wup_sim_mat.npz,969426297,0.8200000000000001,0.003
1372,6,0,1,AI_dataset\wup_sim_mat.npz,712793384,0.8200000000000001,0.003
1373,5,0,1,AI_dataset\wup_sim_mat.npz,237034194,0.8200000000000001,0.003
1374,7,0,1,AI_dataset\wup_sim_mat.npz,1062517349,0.8200000000000001,0.003
1375,3,0,1,AI_dataset\wup_sim_mat.npz,1423437966,0.8200000000000001,0.003
1376,6,0,1,AI_dataset\wup_sim_mat.npz,1022195236,0.8200000000000001,0.003
1377,5,0,1,AI_dataset\wup_sim_mat.npz,1646262174,0.8200000000000001,0.003
1378,5,0,1,AI_dataset\wup_sim_mat.npz,1026683402,0.8200000000000001,0.003
1379,5,0,1,AI_dataset\wup_sim_mat.npz,2061031886,0.8200000000000001,0.003
1380,1,1,1,AI_dataset\wup_sim_mat.npz,290829504,0.8200000000000001,0.003
1381,6,0,1,AI_dataset\wup_sim_mat.npz,106818500,0.8200000000000001,0.003
1382,5,0,1,AI_dataset\wup_sim_mat.npz,851573124,0.8200000000000001,0.003
1383,5,0,1,AI_dataset\wup_sim_mat.npz,943988437,0.8200000000000001,0.003
1384,6,0,1,AI_dataset\wup_sim_mat.npz,1754670034,0.8200000000000001,0.003
1385,6,0,1,AI_dataset\wup_sim_mat.npz,459086351,0.8200000000000001,0.003
1386,6,0,1,AI_dataset\wup_sim_mat.npz,1838465015,0.8200000000000001,0.003
1387,7,0,1,AI_dataset\wup_sim_mat.npz,1459443395,0.8200000000000001,0.003
1388,5,0,1,AI_dataset\wup_sim_mat.npz,352791198,0.8200000000000001,0.003
1389,4,0,1,AI_dataset\wup_sim_mat.npz,1035742282,0.8200000000000001,0.003
1390,6,0,1,AI_dataset\wup_sim_mat.npz,1055568612,0.8200000000000001,0.003
1391,1,1,1,AI_dataset\wup_sim_mat.npz,1085044329,0.8200000000000001,0.003
1392,6,0,1,AI_dataset\wup_sim_mat.npz,1579941028,0.8200000000000001,0.003
1393,2,1,1,AI_dataset\wup_sim_mat.npz,903279675,0.8200000000000001,0.003
1394,2,1,1,AI_dataset\wup_sim_mat.npz,1642606361,0.8200000000000001,0.003
1395,3,0,1,AI_dataset\wup_sim_mat.npz,1011848855,0.8200000000000001,0.003
1396,3,0,1,AI_dataset\wup_sim_mat.npz,1262518007,0.8200000000000001,0.003
1397,3,0,1,AI_dataset\wup_sim_mat.npz,967822800,0.8200000000000001,0.003
1398,3,0,1,AI_dataset\wup_sim_mat.npz,1564938191,0.8200000000000001,0.003
1399,3,1,1,AI_dataset\wup_sim_mat.npz,2050123959,0.8200000000000001,0.003
1400,7,0,1,AI_dataset\wup_sim_mat.npz,976493170,0.8200000000000001,0.004
1401,4,0,1,AI_dataset\wup_sim_mat.npz,1898010485,0.8200000000000001,0.004
1402,5,0,1,AI_dataset\wup_sim_mat.npz,903915198,0.8200000000000001,0.004
1403,4,0,1,AI_dataset\wup_sim_mat.npz,154761663,0.8200000000000001,0.004
1404,6,0,1,AI_dataset\wup_sim_mat.npz,2083664959,0.8200000000000001,0.004
1405,6,0,1,AI_dataset\wup_sim_mat.npz,743724488,0.8200000000000001,0.004
1406,5,1,1,AI_dataset\wup_sim_mat.npz,1189909554,0.8200000000000001,0.004
1407,4,0,1,AI_dataset\wup_sim_mat.npz,1553310154,0.8200000000000001,0.004
1408,6,0,1,AI_dataset\wup_sim_mat.npz,650694728,0.8200000000000001,0.004
1409,4,0,1,AI_dataset\wup_sim_mat.npz,1874798004,0.8200000000000001,0.004
1410,6,0,1,AI_dataset\wup_sim_mat.npz,1839367726,0.8200000000000001,0.004
1411,4,0,1,AI_dataset\wup_sim_mat.npz,224504061,0.8200000000000001,0.004
1412,6,0,1,AI_dataset\wup_sim_mat.npz,1668885673,0.8200000000000001,0.004
1413,6,0,1,AI_dataset\wup_sim_mat.npz,592020510,0.8200000000000001,0.004
1414,5,1,1,AI_dataset\wup_sim_mat.npz,639431775,0.8200000000000001,0.004
